parm_i,parm_j,v
c.indp1#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I1temp2,-5.96344261415e-17
c.indp1#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I2temp1,-1.95022812471e-15
c.indp1#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I2temp2,7.57008692196e-17
c.indp1#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_yeartemp1,7.20418009321e-09
c.indp1#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_yeartemp2,-1.83009017530e-10
c.indp1#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_yeartemp1,-7.32135840302e-19
c.indp1#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_yeartemp2,2.33843514709e-20
c.indp1#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp1,1.44908215834e-09
c.indp1#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp2,-5.38320446936e-11
c.indp1#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp1,-5.30291630396e-09
c.indp1#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp2,1.83727065426e-10
c.indp1#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp1,-7.21957265751e-19
c.indp1#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp2,2.74380631320e-20
c.indp1#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp1,8.96462908255e-19
c.indp1#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp2,-3.38457383817e-20
c.indp1#c.indf1#c.FD_temp2,DumIncG1F1P1,-.0010518509527946
c.indp1#c.indf1#c.FD_temp2,o.DumIncG2F1P1,0
c.indp1#c.indf1#c.FD_temp2,DumIncG1F1P2,-4.57749049484e-14
c.indp1#c.indf1#c.FD_temp2,o.DumIncG2F1P2,0
c.indp1#c.indf1#c.FD_temp2,_cons,-.000019949148783
c.indp2#c.indf1#c.FD_temp1,c.indp1#c.indf1#c.FD_temp1,-4.68102519157e-14
c.indp2#c.indf1#c.FD_temp1,c.indp1#c.indf1#c.FD_temp2,1.45026110999e-15
c.indp2#c.indf1#c.FD_temp1,c.indp2#c.indf1#c.FD_temp1,.0101303364645901
c.indp2#c.indf1#c.FD_temp1,c.indp2#c.indf1#c.FD_temp2,-.0002161679679085
c.indp2#c.indf1#c.FD_temp1,c.indp1#c.indf1#c.FD_precip1,-1.76710127857e-18
c.indp2#c.indf1#c.FD_temp1,c.indp1#c.indf1#c.FD_precip2,-4.69186525685e-22
c.indp2#c.indf1#c.FD_temp1,c.indp2#c.indf1#c.FD_precip1,4.95228991156e-07
c.indp2#c.indf1#c.FD_temp1,c.indp2#c.indf1#c.FD_precip2,-3.98671620668e-10
c.indp2#c.indf1#c.FD_temp1,c.indp1#c.indf1#c.FD_I1lgdppc_MA15,1.52428562858e-13
c.indp2#c.indf1#c.FD_temp1,c.indp1#c.indf1#c.FD_I2lgdppc_MA15,-2.55196039147e-13
c.indp2#c.indf1#c.FD_temp1,c.indp2#c.indf1#c.FD_I1lgdppc_MA15,-.0364364658901272
c.indp2#c.indf1#c.FD_temp1,c.indp2#c.indf1#c.FD_I2lgdppc_MA15,.032884617792023
c.indp2#c.indf1#c.FD_temp1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I1temp1,-1.55270877610e-14
c.indp2#c.indf1#c.FD_temp1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I1temp2,7.62559485748e-16
c.indp2#c.indf1#c.FD_temp1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I2temp1,2.79126343407e-14
c.indp2#c.indf1#c.FD_temp1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I2temp2,-1.69932996666e-15
c.indp2#c.indf1#c.FD_temp1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I1temp1,.0002421822824915
c.indp2#c.indf1#c.FD_temp1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I1temp2,-.000011755630566
c.indp2#c.indf1#c.FD_temp1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I2temp1,-.0014704702395988
c.indp2#c.indf1#c.FD_temp1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I2temp2,.0000452915618254
c.indp2#c.indf1#c.FD_temp1,c.indp1#c.indf1#c.FD_yeartemp1,2.44712231856e-17
c.indp2#c.indf1#c.FD_temp1,c.indp1#c.indf1#c.FD_yeartemp2,-8.80630567613e-19
c.indp2#c.indf1#c.FD_temp1,c.indp2#c.indf1#c.FD_yeartemp1,-5.07589643905e-06
c.indp2#c.indf1#c.FD_temp1,c.indp2#c.indf1#c.FD_yeartemp2,1.08336665064e-07
c.indp2#c.indf1#c.FD_temp1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp1,7.62810203252e-18
c.indp2#c.indf1#c.FD_temp1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp2,-3.75794940824e-19
c.indp2#c.indf1#c.FD_temp1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp1,-1.45118918534e-17
c.indp2#c.indf1#c.FD_temp1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp2,5.48848557860e-19
c.indp2#c.indf1#c.FD_temp1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp1,-1.21108287759e-07
c.indp2#c.indf1#c.FD_temp1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp2,5.92871845178e-09
c.indp2#c.indf1#c.FD_temp1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp1,7.36643411455e-07
c.indp2#c.indf1#c.FD_temp1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp2,-2.27622884030e-08
c.indp2#c.indf1#c.FD_temp1,DumIncG1F1P1,-3.24405333122e-12
c.indp2#c.indf1#c.FD_temp1,o.DumIncG2F1P1,0
c.indp2#c.indf1#c.FD_temp1,DumIncG1F1P2,.5346018119920606
c.indp2#c.indf1#c.FD_temp1,o.DumIncG2F1P2,0
c.indp2#c.indf1#c.FD_temp1,_cons,.0005140166202212
c.indp2#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_temp1,1.54316595087e-15
c.indp2#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_temp2,-4.84162816671e-17
c.indp2#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_temp1,-.0002161679679085
c.indp2#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_temp2,4.84057710684e-06
c.indp2#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_precip1,5.81098039446e-20
c.indp2#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_precip2,2.42319741711e-23
c.indp2#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_precip1,-1.96531369113e-08
c.indp2#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_precip2,1.40275918783e-11
c.indp2#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_I1lgdppc_MA15,-5.14970012978e-15
c.indp2#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_I2lgdppc_MA15,8.49852072983e-15
c.indp2#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_I1lgdppc_MA15,.0008618277376694
c.indp2#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_I2lgdppc_MA15,-.0006176007926296
c.indp2#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I1temp1,5.62013653956e-16
c.indp2#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I1temp2,-2.61349048196e-17
c.indp2#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I2temp1,-1.07387731766e-15
c.indp2#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I2temp2,5.95888864535e-17
c.indp2#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I1temp1,-.0000179053176562
c.indp2#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I1temp2,7.79548134817e-07
c.indp2#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I2temp1,.00003556490402
c.indp2#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I2temp2,-1.13968027593e-06
c.indp2#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_yeartemp1,-7.85218497170e-19
c.indp2#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_yeartemp2,2.92487521767e-20
c.indp2#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_yeartemp1,1.08323894199e-07
c.indp2#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_yeartemp2,-2.42650415993e-09
c.indp2#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp1,-2.86848314102e-19
c.indp2#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp2,1.30073098103e-20
c.indp2#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp1,5.52302448408e-19
c.indp2#c.indf1#c.FD_temp2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp2,-2.11005701670e-20
c.indp2#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp1,8.95822236582e-09
c.indp2#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp2,-3.91372924775e-10
c.indp2#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp1,-1.78234413160e-08
c.indp2#c.indf1#c.FD_temp2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp2,5.72745672774e-10
c.indp2#c.indf1#c.FD_temp2,DumIncG1F1P1,1.13689071383e-13
c.indp2#c.indf1#c.FD_temp2,o.DumIncG2F1P1,0
c.indp2#c.indf1#c.FD_temp2,DumIncG1F1P2,-.0114065470932268
c.indp2#c.indf1#c.FD_temp2,o.DumIncG2F1P2,0
c.indp2#c.indf1#c.FD_temp2,_cons,-.0000103909528825
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_temp1,2.14098026990e-08
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_temp2,-8.67950042491e-10
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_temp1,-1.76710127857e-18
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_temp2,5.81098039446e-20
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_precip1,7.85140610526e-10
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_precip2,-1.11640105081e-12
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_precip1,-5.40525839864e-22
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_precip2,7.23657814378e-25
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_I1lgdppc_MA15,3.04323270069e-06
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_I2lgdppc_MA15,-1.86859256516e-07
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_I1lgdppc_MA15,-7.31343270640e-18
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_I2lgdppc_MA15,4.53736421875e-18
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I1temp1,-6.28872552655e-08
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I1temp2,1.79081402598e-09
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I2temp1,1.57300445393e-08
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I2temp2,-6.22975574486e-10
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I1temp1,-1.55233252842e-18
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I1temp2,6.73298489558e-20
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I2temp1,2.43881736572e-18
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I2temp2,-9.61828533816e-20
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_yeartemp1,-1.06806720860e-11
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_yeartemp2,4.28379201407e-13
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_yeartemp1,8.80324523196e-22
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_yeartemp2,-2.82353069912e-23
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp1,3.17090187772e-11
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp2,-9.01857750031e-13
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp1,-8.03463722918e-12
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp2,3.21051444332e-13
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp1,8.53569120883e-22
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp2,-3.20566771595e-23
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp1,-1.17638175281e-21
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp2,4.38175840244e-23
c.indp1#c.indf1#c.FD_precip1,DumIncG1F1P1,-.0000294963765583
c.indp1#c.indf1#c.FD_precip1,o.DumIncG2F1P1,0
c.indp1#c.indf1#c.FD_precip1,DumIncG1F1P2,6.51873603931e-17
c.indp1#c.indf1#c.FD_precip1,o.DumIncG2F1P2,0
c.indp1#c.indf1#c.FD_precip1,_cons,-2.67154046896e-08
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_temp1,-1.82302049498e-11
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_temp2,1.11641446613e-12
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_temp1,-4.69186525685e-22
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_temp2,2.42319741711e-23
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_precip1,-1.11640105081e-12
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_precip2,1.90157757381e-15
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_precip1,-2.71930801644e-25
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_precip2,3.32545824268e-28
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_I1lgdppc_MA15,-4.05852540388e-09
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_I2lgdppc_MA15,1.36184579668e-09
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_I1lgdppc_MA15,1.27739530412e-21
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_I2lgdppc_MA15,1.77373219316e-22
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I1temp1,7.00668828684e-11
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I1temp2,-1.88046830144e-12
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I2temp1,-9.27266957059e-12
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I2temp2,4.64629536842e-13
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I1temp1,-1.14996409378e-21
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I1temp2,5.51807562579e-23
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I2temp1,8.80484214028e-22
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I2temp2,-3.21180417366e-23
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_yeartemp1,8.96271469226e-15
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_yeartemp2,-5.47799624729e-16
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_yeartemp1,2.73015714817e-25
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_yeartemp2,-1.17484233769e-26
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp1,-3.54111340432e-14
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp2,9.48200697700e-16
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp1,4.77486482386e-15
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp2,-2.43930696584e-16
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp1,5.92352819465e-25
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI1temp2,-2.28037327962e-26
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp1,-3.22749638482e-25
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15yearI2temp2,1.24023330401e-26
c.indp1#c.indf1#c.FD_precip2,DumIncG1F1P1,4.94490060982e-08
c.indp1#c.indf1#c.FD_precip2,o.DumIncG2F1P1,0
c.indp1#c.indf1#c.FD_precip2,DumIncG1F1P2,-1.54984656924e-20
c.indp1#c.indf1#c.FD_precip2,o.DumIncG2F1P2,0
c.indp1#c.indf1#c.FD_precip2,_cons,9.03116484199e-11
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_temp1,-1.44928353531e-17
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_temp2,4.42744576827e-19
c.indp2#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_temp1,4.95228991156e-07
c.indp2#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_temp2,-1.96531369113e-08
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_precip1,-5.40525839864e-22
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_precip2,-2.71930801644e-25
c.indp2#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_precip1,1.31551528339e-08
c.indp2#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_precip2,-1.57982649062e-11
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_I1lgdppc_MA15,4.70280368180e-17
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_I2lgdppc_MA15,-7.72675942674e-17
c.indp2#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_I1lgdppc_MA15,2.71305316671e-06
c.indp2#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_I2lgdppc_MA15,.0000323856385766
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I1temp1,-5.18569702697e-18
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I1temp2,2.28590592273e-19
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I2temp1,1.17995315657e-17
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_dc1_lgdppc_MA15I2temp2,-6.03005288074e-19
c.indp2#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_dc1_lgdppc_MA15I1temp1,8.07485907762e-07
