parm_i,parm_j,v
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_temp1,4.15390387908e-20
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_temp2,-6.43569908432e-21
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_temp3,2.81594523357e-22
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_temp4,-3.68292250101e-24
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_precip1,.3998384379986553
c.indp1#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_precip2,-233.2424128939469
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_precip1,6.18897113890e-17
c.indp1#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_precip2,-1.36703801635e-14
c.indp1#c.indf1#c.FD_precip1,_cons,.0000151832042342
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_temp1,-.0043416414894685
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_temp2,.0000589044815433
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_temp3,3.78075018095e-06
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_temp4,-5.02568141275e-08
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_temp1,-3.50072589415e-17
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_temp2,5.07372813058e-18
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_temp3,-2.21289591403e-19
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_temp4,2.85598459793e-21
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_precip1,-233.2424128939469
c.indp1#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_precip2,230450.8452936959
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_precip1,-6.84774808100e-14
c.indp1#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_precip2,3.11591515957e-11
c.indp1#c.indf1#c.FD_precip2,_cons,-.0293092193030697
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_temp1,-6.04419067132e-21
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_temp2,2.55935632613e-21
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_temp3,-1.14455724170e-22
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_temp4,1.25572253640e-24
c.indp2#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_temp1,.0004036484215414
c.indp2#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_temp2,-.000012274117318
c.indp2#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_temp3,-4.93275456390e-07
c.indp2#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_temp4,1.73285199664e-08
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_precip1,6.18897113890e-17
c.indp2#c.indf1#c.FD_precip1,c.indp1#c.indf1#c.FD_precip2,-6.84774808100e-14
c.indp2#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_precip1,40.21253917396921
c.indp2#c.indf1#c.FD_precip1,c.indp2#c.indf1#c.FD_precip2,-40464.58943865416
c.indp2#c.indf1#c.FD_precip1,_cons,-8.61817430654e-06
c.indp2#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_temp1,-7.51461015631e-19
c.indp2#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_temp2,-2.46066267272e-18
c.indp2#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_temp3,1.26186712787e-19
c.indp2#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_temp4,-1.57904399930e-21
c.indp2#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_temp1,-.6250282380791692
c.indp2#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_temp2,.0201023461750258
c.indp2#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_temp3,.0003735686749464
c.indp2#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_temp4,-.0000163797069992
c.indp2#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_precip1,-1.36703801635e-14
c.indp2#c.indf1#c.FD_precip2,c.indp1#c.indf1#c.FD_precip2,3.11591515957e-11
c.indp2#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_precip1,-40464.58943865416
c.indp2#c.indf1#c.FD_precip2,c.indp2#c.indf1#c.FD_precip2,46795704.69598054
c.indp2#c.indf1#c.FD_precip2,_cons,.0270565777766292
_cons,c.indp1#c.indf1#c.FD_temp1,2.92624125234e-09
_cons,c.indp1#c.indf1#c.FD_temp2,-4.86252276816e-11
_cons,c.indp1#c.indf1#c.FD_temp3,-2.79514116380e-12
_cons,c.indp1#c.indf1#c.FD_temp4,4.62016821356e-14
_cons,c.indp2#c.indf1#c.FD_temp1,-3.94270706438e-08
_cons,c.indp2#c.indf1#c.FD_temp2,1.63779407183e-09
_cons,c.indp2#c.indf1#c.FD_temp3,-2.52128037662e-11
_cons,c.indp2#c.indf1#c.FD_temp4,1.03151629190e-13
_cons,c.indp1#c.indf1#c.FD_precip1,.0000151832042342
_cons,c.indp1#c.indf1#c.FD_precip2,-.0293092193030697
_cons,c.indp2#c.indf1#c.FD_precip1,-8.61817430654e-06
_cons,c.indp2#c.indf1#c.FD_precip2,.0270565777766292
_cons,_cons,5.43785174269e-08
